-10296,-1432,9724
-15904,-1164,5988
-7744,-5540,4380
-13476,-3284,9864
-19992,-120,12600
-7328,-536,22664
-10784,3316,26272
-12756,7788,24828
-9368,6356,22984
-6488,5000,20076
-7540,9928,18668
-5076,12008,19352
-1384,12068,18000
-1772,11292,15660
108,11760,13652
1780,12208,10676
1660,11340,8160
88,10168,5552
1312,9788,3372
208,11140,2908
-1324,10932,1660
-1440,8972,552
-1128,6600,-1288
-1648,3420,-1548
-3620,1588,-1840
-3192,-2184,-1068
-2648,-5420,-2176
-5192,-10784,-3516
-4520,-12616,1452
-6088,-12220,8112
-5312,-14212,8672
-10964,-22044,2348
-6360,-23288,4212
-12436,-17468,11776
-10908,-19760,16152
-10728,-16856,22164
-14584,-8420,26004
-13576,-4920,27588
-12084,644,26984
-11624,6840,26212
-8384,8076,22968
-5880,10044,19524
-3912,11112,15616
-2500,11408,11288
-1516,12332,9896
-900,14368,9540
-440,13616,8532
-36,11480,8208
340,8416,9724
172,7284,12952
-3180,6412,15252
-4940,2660,15328
-5564,-1584,16900
-6552,-5412,16708
-8756,-11548,14388
-11296,-7476,16072
-14576,-6052,14492
-13460,-4172,15524
-10044,-3164,17252
-14712,-2584,15896
-9936,-5416,11464
-9744,-2196,10044
-9780,1796,11676
-7432,1836,15660
-7676,1656,15528
-7452,-1364,13072
-7792,-2972,12148
-8100,-1228,13264
-7832,-588,12508
-11284,-636,11640
-15060,516,10104
