-10804,-124,6020
-9764,-1160,3072
-4176,876,3996
-6604,-100,5756
-12336,3636,-32
-4140,8384,1152
-1204,5660,764
-7480,2032,4452
1664,-2544,6480
3880,-428,5596
-4948,7204,7888
-4400,6060,9308
-2716,7684,6188
-14480,10240,3992
-1888,2720,13416
-8000,6140,18028
-20532,8608,24780
-17432,6880,28084
-17948,9620,23088
-19960,900,16716
-11956,-3312,14452
-14532,4148,16656
-14912,4816,16120
-11136,3656,13952
-9792,3216,15328
-12104,5880,14252
-8584,5192,16348
-6800,6372,15572
-7688,6604,13244
-4648,8468,13944
-3880,14232,10668
-7816,21996,11124
-4076,21504,17820
-32,9940,21252
-2788,-72,14332
-2692,-12720,11920
-5036,-23472,7208
-6476,-19476,4232
-7520,-14040,11956
-7432,-12296,13828
-9836,-4648,11444
-10032,-16,14552
-9472,428,14588
-7780,-2208,12304
-8984,2032,14500
-11136,820,10488
-4296,504,12092
-5496,1004,14376
-3684,-84,16724
-8632,-548,14388
-3048,1112,14884
-5124,2536,15756
-6756,1144,16312
-6416,-3936,11512
-5076,-3668,10680
-5664,-2908,12556
-6628,-3568,13224
-3624,-3448,11332
-5612,-4052,11120
