-4084,-3856,16496
-7756,-2264,14160
-2216,-228,12752
1512,-448,16348
-5108,-896,18472
-4908,3824,16200
804,6764,17444
-1740,2008,17364
-1240,-1796,14856
-2260,3736,17868
-3144,9172,20012
-4264,6648,17900
-4988,3432,15324
-4932,4176,17932
-7308,848,15372
-8728,260,16268
-6824,-3316,18440
-7404,-4224,17776
-5228,-3100,21364
-1580,-6940,24572
-3056,-12152,18468
-5200,-5236,17568
-2156,-3172,16796
-3556,-6296,11704
-4212,-7808,7956
-3744,-7160,6412
-4096,-7156,4888
-4108,-5312,6192
-3936,504,10324
-4364,1472,12372
-4568,1404,15528
-4156,3620,20888
-6604,7204,24228
-3364,8988,30308
-4272,7572,31820
-3112,4764,30868
-2308,5136,30696
-1116,6664,28144
-1084,9332,26832
828,9348,22892
1172,7148,17856
44,5596,13608
-468,5820,8960
-680,6696,6384
-2596,8780,3984
-4544,10008,1816
-4288,9040,-132
-6500,8984,-1992
-6144,9652,-2512
-6536,9508,-1872
-5636,7708,-324
-5716,4612,-904
-5328,2768,-1636
-3700,-584,-1376
-4676,-5168,-2016
-6548,-9004,112
-352,-8608,1932
-7824,-6424,6440
-7584,-9492,5960
-5388,-6484,8292
-8300,-7328,14888
-16628,-12864,13708
-15164,-3076,22816
-16728,3220,29140
-12096,-6112,26064
-9764,-9416,22212
-9656,-7016,19344
-9196,-7536,15208
-6912,-4796,15576
-10276,-1848,14020
-7260,-2868,11312
-3656,-3312,13988
