-14288,332,-2676
3368,-1516,-7492
-14460,8456,-6156
-7596,2824,-8212
10204,-1832,3392
-6864,-384,3592
2916,560,6336
-2244,232,8032
-1780,868,9672
-3484,3724,10428
-10312,8600,11372
-9040,3724,15808
-14452,8952,15660
-18424,12168,20580
-14508,1820,22604
-18312,8908,22584
-19372,2392,20360
-14464,992,19636
-18692,10316,17936
-14592,4356,15364
-13720,4004,14688
-12152,4336,13944
-8048,-476,13796
-9996,1100,11452
-8660,4748,12268
-7976,5720,12904
-7368,8488,13572
-7292,8252,13092
-6688,11036,13444
-9972,13844,12288
-10192,16148,11440
-9244,15556,17536
-6988,4244,15156
-6948,-3016,12012
-2868,-11400,13596
-9456,-10588,10036
-5040,-10172,17744
-7492,-10772,13124
-10396,-5460,11060
-8576,-2788,13064
-10112,476,10216
-11100,88,8132
-8012,-68,10124
-9724,496,11132
-9992,-244,11092
-9148,852,12308
-8336,216,12552
-9168,-1220,11804
-12248,-588,12060
-7916,452,13452
-3592,2480,13964
-10156,4280,11764
