564,-2792,14372
-2808,-1328,16120
-2976,1828,19336
-4968,6980,23296
-11256,5272,16724
-6608,4044,12740
-3520,5288,13096
-7964,7236,12620
-11076,10820,12276
-5428,9784,15140
-9652,11848,12728
-15272,12312,10348
-12424,7036,9660
-13364,2528,9832
-11204,2160,8568
-15076,4636,10688
-13668,5020,14792
-13840,5400,14848
-12192,4440,14232
-8464,2812,14948
-7084,2364,14564
-7720,2204,13240
-4200,-1992,11564
-1940,2564,14240
-1904,-1780,10680
-3256,-11072,4700
-2724,-10828,6024
-5644,-3372,15564
-5128,-3228,19740
-8472,4452,21016
-9732,10372,26660
-8880,12228,26800
-7804,12808,27640
-6600,11132,25172
-6172,7404,22736
-5036,5612,21452
-4232,5264,19564
-3764,7456,18404
-3840,8880,17216
-4948,8940,15472
-3384,8624,14704
-5232,8552,12136
-3744,7296,10964
-4192,7004,8280
-6376,6376,5940
-5576,5316,4968
-6264,6888,3464
-6696,7036,2116
-6108,6724,460
-6848,6052,-1232
-6760,5348,-996
-6412,4156,600
-6416,1920,64
-5796,-2320,-1676
-3800,-6756,-2808
-6740,-8476,-344
-4768,-6632,3032
-3336,-7732,3752
-5260,-12016,6016
-2492,-9116,5284
-7096,-10268,8032
-8280,-15140,5212
-10180,-5528,15544
-16756,-4612,18468
-14672,-9292,21796
-12736,-5828,30100
-13352,-5840,27260
-11336,-7568,22784
-10156,-5384,19088
-8140,-5476,15908
-7672,-5280,13752
-7524,-3308,12412
-7044,-1724,12284
-10308,-1976,10628
-6404,-3344,10056
-1892,-4528,12068
