-10232,-7312,12744
-12896,-6756,12540
-10224,-5092,12368
-9172,-3832,9552
-5644,-6568,9420
-4420,-3908,13408
-7768,-124,15104
-10660,-204,14696
-6624,-176,15904
-7668,2572,17604
-12068,1828,15864
-9272,64,19576
-9188,-3056,20128
-9168,-6292,19652
-6688,-6264,21868
-7752,856,25584
-6472,4164,26680
-3204,5312,25180
-2796,5412,21564
-1168,5268,16688
-1152,5560,13720
-1108,5684,11072
-2520,6628,8452
-3060,8416,6224
-3436,8908,6132
-2992,9836,4324
-3900,9120,940
-4272,7092,-1496
-5056,4916,-1948
-5548,4856,-1212
-7124,5628,-1220
-7536,4536,-2736
-8524,2668,-1924
-8664,-448,-1436
-8144,-2112,-256
-6952,-3348,1648
-7896,-4448,2712
-7172,-4292,3340
-7824,-3208,4852
-9792,-5996,5096
-9324,-5812,7472
-6700,-7512,10304
-8300,-11824,7940
-8556,-11636,10604
-9780,-8820,13144
-9704,-11640,14640
-8376,-6824,20544
-11964,-6624,21592
-8984,-9152,21924
-11800,-5176,23180
-9860,-9212,20536
-9196,-4992,18288
-12112,-2280,17568
-10076,-2812,16076
-10144,-4088,13424
-9044,-4020,12932
-9040,-1444,14040
-9340,-1124,16020
-8916,-4020,15080
-7520,-2868,13164
-6168,1264,15228
-708,652,15940
-4404,-2820,11712
-11776,-116,8812
-15336,5300,7704
-10784,8428,13960
