-6704,1328,14224
-8216,1496,14444
-7984,3376,14188
-7292,608,14212
-10584,2660,12136
-2988,1476,14616
-11452,2116,13560
-11616,2056,14364
-4796,-416,19048
-13056,-768,18156
-12960,1912,21504
-11752,2372,24984
-10960,-1200,25312
-9896,2528,25900
-6124,5640,26604
-5784,2896,23052
-1988,316,19628
1228,4284,18440
1756,6456,14124
2044,6416,9664
552,6948,8616
-1544,7304,7900
-2700,7940,6520
-5408,9500,6196
-5324,8424,4500
-4280,5480,3580
-3916,4464,1716
-6060,2672,472
-5024,-1380,-2276
-4948,-2988,-4560
-6168,-3264,-4176
-8248,-4856,-3676
-8788,-3152,-3248
-8804,-2848,892
-6712,-10860,2924
-6032,-13744,3360
-7420,-15988,8872
-3300,-23672,12392
-4488,-27352,14724
-9204,-24652,16548
-12436,-12968,21380
-13832,-5812,22324
-15068,292,19692
-15264,8072,18068
-10564,11024,20128
-5508,6976,20240
-4408,3416,17164
-4748,5228,15844
-4548,8708,15636
-4744,9976,13616
-4156,8252,10628
-3312,7840,10028
-2912,7656,11656
128,4572,13912
-1040,1752,14432
-656,340,15584
-4748,980,14564
-4892,344,16468
-7036,-4576,15576
-7776,-11384,16556
-10652,-10992,18228
-12020,-9192,19080
-14760,-10728,17908
-13556,-9924,17024
-11752,-8008,15268
-10112,-7696,11884
-9264,-3576,10084
-6124,-1256,11360
-6720,-520,11808
-6108,-1232,11668
-5800,-2108,12112
-8352,-1688,10764
-8040,-248,11644
-5892,-2868,12348
