-5672,-2136,12448
-4696,-3092,12676
-3800,-968,11164
-2988,140,13256
-3880,1700,14940
-704,3332,18112
-2740,2196,17988
-6620,1752,15588
-5184,-68,15180
-5600,-784,14224
-4712,-1084,15180
-8340,4336,16216
-10976,6968,15880
-9244,6040,15168
-10752,3336,13560
-10980,5384,14628
-8460,4812,16372
-9144,-560,15544
-8708,-288,16144
-5464,-12,20724
-2700,-4884,20532
-5392,-6360,17632
-2400,-6300,16936
-3800,-7688,13636
-3200,-8672,10964
-3188,-8228,8768
-2940,-6988,8724
-1028,-3216,11088
-3348,-40,11992
-3040,-868,14104
-1976,-2564,17116
-3776,-2468,18944
-5048,2436,24588
-4444,5928,28164
-6940,10852,29476
-5032,11456,29120
-4988,8284,27344
-3460,6788,24760
-3192,6912,22196
-2380,5288,20024
-1776,4096,17652
-1928,5616,14328
-2232,6740,11988
-3200,7848,10456
-4016,8232,7648
-4564,8752,6112
-5708,8912,3736
-5528,8896,2620
-5772,6652,-72
-6336,4640,-2100
-5764,3984,-2092
-4816,2924,-1692
-3944,584,-2552
-2436,-4124,-2996
-2164,-8704,-2488
-2364,-10184,508
-4736,-10288,2452
-5792,-10812,5520
-9472,-11052,8296
-14020,-7680,15364
-16476,-3228,23608
-15472,-6820,25500
-14564,-9808,24288
-12224,-5132,24680
-12472,-3444,21264
-9364,-6740,16380
-7608,-5676,12252
-6252,-2404,10744
-8812,-1832,8528
-6416,-1980,8988
-4252,-1484,12424
-6168,-1572,11752
-4840,-1160,14220
-2228,-2764,13980
