-8076,-1296,14176
-8784,-2064,12752
-8376,-2948,12856
-12056,-4364,11128
-20504,-1416,7980
-12592,168,9684
-11960,-5536,9304
-13060,-880,11916
-6020,328,16904
-6472,1220,20476
-8880,2056,22552
-7024,1464,24052
-6116,524,25556
-7628,1564,25708
-5128,2644,26692
-5220,4260,26008
-1848,4168,26104
-708,3668,21364
964,4984,17808
80,5112,12596
724,4848,8652
532,7064,6148
-1152,8180,4048
-680,7172,1944
-2020,7124,452
-3524,6904,-828
-3568,5440,-884
-3000,4016,-1044
-4476,4020,-2580
-7064,3112,-3152
-8016,1272,-3088
-6384,-2960,360
-6244,-7396,2812
-8564,-6976,2960
-8636,-6692,5884
-7448,-10184,5004
-9120,-18528,2724
-6996,-23324,3060
-9384,-23268,4756
-8132,-26440,6236
-7616,-25660,9152
-7720,-19688,15536
-10812,-12760,19976
-8380,-6304,22216
-10408,-1572,20032
-9272,1448,19288
-7732,6024,20068
-7324,9092,19796
-6804,10292,20068
-4796,7632,18756
-3616,5796,16836
-3060,5956,15360
-1588,5832,14128
-1412,7004,13308
-1360,8572,11964
-68,8540,12584
636,6980,13700
740,5068,14540
-1932,1696,15648
-5232,-184,16792
-6704,-1992,18116
-5612,-4940,16564
-8540,-5916,13988
-5876,-8876,13172
-7004,-10848,11600
-10116,-9216,11752
-9048,-9140,14456
-8936,-10216,14816
-8548,-10700,14156
-7824,-8552,14304
-7408,-7188,13596
-6436,-6432,14296
-5164,-5224,15304
-4164,-4288,15220
-6772,-3328,13336
-6360,-2984,12424
-4924,-3784,12600
-8396,672,10552
-9800,904,16192
