-11536,-8124,11132
-13480,-6764,11372
-13944,-7288,11732
-6240,-9128,12304
-5012,-8312,12860
-4196,-8996,18880
-9092,-8492,16712
-1116,-9480,14768
-4120,-3556,14852
-6464,-2808,18984
-3268,-3848,21852
-1508,-1872,22244
-6128,2756,23800
-2320,1604,24660
-3184,5108,24512
-6236,6224,22760
-532,6168,22240
-2520,10000,20224
-5884,7404,17804
1372,7992,16988
-2520,10640,13800
-944,7948,10248
-124,8688,8148
-1152,9132,6108
-3612,11000,3800
-2240,10832,1520
-4744,11784,-652
-7944,10848,-1168
-5728,11388,-3580
-7640,10768,-4912
-6872,7676,-5400
-5860,5724,-5284
-9256,4928,-6748
-8324,4184,-4980
-5960,1788,-5468
-5132,-544,-4988
-6148,-2392,-6116
-4084,-1720,-736
-4220,-1360,148
-6596,-1988,2712
-5464,-5940,4396
-4516,-8460,2004
-5336,-7256,5456
-916,-5716,10144
-5732,-11708,6468
-2220,-9952,11476
-6336,-9644,18664
-5392,-14816,13912
-6728,-9596,22060
-8136,-7512,24580
-7484,-16200,17900
-4724,-13648,22280
-12848,-4028,24180
-9936,-8344,20884
-7972,-9804,21424
-10152,-5972,19236
-9868,-6748,19580
-10284,-4756,18496
-9924,-5944,14508
-7952,-7956,13520
-9552,-2208,16708
-7328,-2436,11252
-9688,2160,18484
-8536,772,16320
-6820,-248,15844
-7724,680,14124
-7484,7124,19328
-3576,-1688,16820
-8776,-6952,2692
-8980,-2608,13688
-5924,-132,14252
-7828,-5184,13608
-10100,-4860,13288
-9148,-5052,11976
-9644,-4176,6624
-18128,-2888,5844
