-9956,-3260,16248
-11648,-2612,17224
-10724,-2456,16592
-17492,-6548,14324
-14524,-7868,14572
-10368,-2472,17300
-8832,-2536,20844
-13252,-3928,18964
-6372,-2588,22756
-3324,-1096,23576
-10228,1436,27580
5572,-5988,11916
3164,-6392,15140
1820,-580,11704
-4948,7024,12692
-5044,12396,14764
-3984,10460,9640
-8652,9592,8588
-4764,8992,8572
-5448,11568,8380
-8792,11948,5716
-5144,8672,3880
-4784,6380,1876
-6260,5520,-352
-5136,4772,-952
-5084,4024,-28
-3912,84,864
-2744,-3956,-3248
-4920,-9268,-3452
-5628,-11088,-1748
-5536,-7504,4492
-7464,-7340,7772
-7940,-13028,7220
-8592,-16220,6812
-8884,-16936,10012
-10624,-15128,14664
-10324,-13792,19084
-10080,-11304,22720
-12080,-4616,24864
-12808,3036,28060
-9404,5920,26632
-9768,9652,22600
-7740,9564,20272
-6136,11300,17292
-5988,11376,14816
-4228,7888,11920
-3928,6816,9796
-4364,7452,7756
-3036,8416,7856
-1512,9500,8408
-1348,10616,7120
-1256,10628,7248
-352,9020,8988
-496,10536,10860
-9464,11828,12072
-3524,7036,15356
-4104,3348,18296
-9328,-1924,15444
-10404,-4396,17696
-10672,-8500,17044
-12740,-5212,15444
-11632,-2168,16516
-18128,4528,23140
-4836,-8304,18920
-13820,-5700,1068
-9756,-576,8836
-4784,3676,18536
-3328,552,16860
-5680,-1140,13256
-5252,-524,14140
-4384,544,16408
-5392,20,14700
-6840,-984,14420
-6624,-2320,14140
-6608,-1888,14424
-4884,-512,15604
-6084,-232,13952
-7884,696,13432
-5600,304,13432
