1444,-3932,16992
-2604,-2260,17852
-3656,688,19716
-5056,1052,20460
-3468,352,17144
-2548,460,15852
-4248,1268,15252
-4084,3204,16260
-1172,5304,18688
-5028,4152,17508
-4416,1568,15264
-2872,1344,15528
-4068,664,14888
-5268,-416,15732
-4668,-1112,16724
-5048,-1820,18876
-5816,-3796,19344
-6676,-3412,18788
-8036,556,20376
-7360,1944,22324
-5640,-2124,20128
-5728,-3460,17272
-4012,-3484,16012
-3868,-3724,13612
-3004,-4052,12656
-2500,-4864,11592
-696,-6404,11460
-1300,-6028,10364
-2928,-4440,10440
-1488,-3372,11772
-1556,-3100,13312
-2428,-4408,13912
-2092,-4380,17112
-1504,-2964,19724
-2556,1956,23528
-4868,6892,25792
-6128,8940,26932
-3856,9020,27524
-5180,10912,25452
-4948,10680,23652
-2824,8628,21032
-3228,7364,18384
-4164,6192,15588
-3336,6260,13628
-4412,6928,11932
-4020,6736,10680
-6048,7368,10128
-6456,8076,8948
-6816,8812,5720
-7476,7340,3620
-7416,5112,2332
-6424,3464,1096
-6336,2912,-944
-7116,2232,-1896
-5096,1124,-2796
-6708,-616,-3016
-5296,-3852,-2304
-4788,-7568,-1468
-5460,-7576,744
-5480,-6792,2008
-3964,-6712,4688
-6304,-10276,5932
-4976,-6720,11784
-11868,-2552,17980
-14088,-2016,20740
-16220,-7200,25828
-14644,-7412,28368
-14576,-4184,27448
-11884,-3540,24492
-11240,-3456,19532
-8868,-5032,14204
-8284,-6736,9424
-6412,-5848,8072
-4800,-1352,9488
