-3752,-7872,13784
-5548,-6308,13488
-7632,-6212,13236
-8584,-5928,12692
-6836,-5448,13448
-3544,-8232,14680
-10932,-8224,14164
-14656,-6076,14744
-9420,-5356,16184
-14200,-10956,11772
-6684,-10888,13764
-8484,-7892,13908
-12712,-1032,15736
-7216,380,21204
-4180,-3456,20372
-7704,1168,19724
-5376,6388,25752
-2876,5140,25760
-4316,5836,23764
-2296,8568,23876
-1596,9480,19896
-1800,9108,14284
-1856,8224,12688
-208,8104,10960
-1752,8296,8500
-3380,9692,5560
-3316,9928,4164
-5432,9548,2732
-4956,11536,2736
-8212,12388,2736
-7184,11760,1384
-7116,8964,-164
-8148,5652,-672
-6064,2316,-848
-5540,1652,-1388
-8420,-568,-964
-4544,-2168,-1668
-4172,-4300,-1528
-3804,-6644,-300
-3912,-9384,-480
-2156,-10256,2432
-7104,-9996,2024
-9704,-10244,2764
-7644,-12696,1540
-4676,-10848,-192
-9772,-11428,5116
-4888,-15204,7560
-2656,-14540,14144
-5824,-16072,16336
-5040,-17572,17084
-3784,-17944,19008
-5964,-17964,14872
-5984,-15776,16768
-7496,-10616,14808
-9500,-10592,13668
-8508,-6684,13176
-9096,-2848,17144
-10676,208,18772
-9608,620,20172
-9064,1832,20508
-9376,3156,20344
-8408,3440,19760
-9124,-3924,17428
-4788,1648,17296
-5660,4024,18952
-5124,2852,16800
-4708,660,16392
-4116,-2120,13676
-2448,-1752,13872
-4500,-2896,12456
-9656,-3748,11340
-5444,-3752,12080
